IdPartido,Fecha,Equipo_local,Equipo_visitante,Local,Equipo,personId,firstName,lastName,Dorsal,Periodo,Tipo,Resultado,Zona,x,y
130877,01/06/2026,BRA,MEX,True,BRA,330039,Joao,Neves,14,1,TIRO3,FALLADO,,119,180
130877,01/06/2026,BRA,MEX,True,BRA,330047,Pedro,Souza,11,1,TIRO1,CONVERTIDO,,0,0
130877,01/06/2026,BRA,MEX,True,BRA,330047,Pedro,Souza,11,1,TIRO1,FALLADO,,0,0
130877,01/06/2026,BRA,MEX,True,BRA,405101,Pietro,Melo,10,1,TIRO3,FALLADO,,20,120
130877,01/06/2026,BRA,MEX,True,BRA,330039,Joao,Neves,14,1,TIRO2,CONVERTIDO,,152,30
130877,01/06/2026,BRA,MEX,False,MEX,377234,Yair,Olano,10,1,TIRO2,FALLADO,,182,104
130877,01/06/2026,BRA,MEX,True,BRA,331414,Isaiah,Santos,7,1,TIRO3,FALLADO,,269,43
130877,01/06/2026,BRA,MEX,True,BRA,405101,Pietro,Melo,10,1,TIRO3,FALLADO,,188,164
130877,01/06/2026,BRA,MEX,False,MEX,417033,Pedro,Villanueva,9,1,TIRO2,CONVERTIDO,,146,113
130877,01/06/2026,BRA,MEX,True,BRA,330039,Joao,Neves,14,1,TIRO3,FALLADO,,205,161
130877,01/06/2026,BRA,MEX,True,BRA,405101,Pietro,Melo,10,1,TIRO3,CONVERTIDO,,40,116
130877,01/06/2026,BRA,MEX,True,BRA,330039,Joao,Neves,14,1,TIRO2,CONVERTIDO,,139,29
130877,01/06/2026,BRA,MEX,False,MEX,417033,Pedro,Villanueva,9,1,TIRO2,FALLADO,,222,38
130877,01/06/2026,BRA,MEX,True,BRA,416911,Nicolas,Cunha,3,1,TIRO2,FALLADO,,157,23
130877,01/06/2026,BRA,MEX,True,BRA,393861,Michael,Pereira,15,1,TIRO2,CONVERTIDO,,140,31
130877,01/06/2026,BRA,MEX,True,BRA,416911,Nicolas,Cunha,3,1,TIRO3,FALLADO,,49,132
130877,01/06/2026,BRA,MEX,True,BRA,383772,Bruno,Solano,12,1,TIRO1,FALLADO,,0,0
130877,01/06/2026,BRA,MEX,True,BRA,383772,Bruno,Solano,12,1,TIRO1,FALLADO,,0,0
130877,01/06/2026,BRA,MEX,False,MEX,417033,Pedro,Villanueva,9,1,TIRO2,FALLADO,,147,45
130877,01/06/2026,BRA,MEX,True,BRA,416911,Nicolas,Cunha,3,1,TIRO2,CONVERTIDO,,134,32
130877,01/06/2026,BRA,MEX,False,MEX,417036,Emiliano,Bernal,21,1,TIRO3,FALLADO,,224,148
130877,01/06/2026,BRA,MEX,True,BRA,331414,Isaiah,Santos,7,1,TIRO2,FALLADO,,148,35
130877,01/06/2026,BRA,MEX,False,MEX,416257,Isaiah,Barnes,25,1,TIRO3,FALLADO,,239,146
130877,01/06/2026,BRA,MEX,True,BRA,405101,Pietro,Melo,10,1,TIRO3,FALLADO,,61,157
130877,01/06/2026,BRA,MEX,True,BRA,416911,Nicolas,Cunha,3,1,TIRO2,FALLADO,,147,43
130877,01/06/2026,BRA,MEX,False,MEX,377100,Ayrton,Vallejo,24,1,TIRO2,CONVERTIDO,,138,28
130877,01/06/2026,BRA,MEX,False,MEX,377100,Ayrton,Vallejo,24,1,TIRO3,FALLADO,,62,146
130877,01/06/2026,BRA,MEX,False,MEX,416258,Cisco,Muñoz,0,1,TIRO2,CONVERTIDO,,144,41
130877,01/06/2026,BRA,MEX,True,BRA,383772,Bruno,Solano,12,1,TIRO2,CONVERTIDO,,135,27
130877,01/06/2026,BRA,MEX,True,BRA,405082,Caio,Mathias,2,1,TIRO3,FALLADO,,9,39
130877,01/06/2026,BRA,MEX,True,BRA,375131,Lucas,Moro,8,1,TIRO1,CONVERTIDO,,0,0
130877,01/06/2026,BRA,MEX,True,BRA,375131,Lucas,Moro,8,1,TIRO1,CONVERTIDO,,0,0
130877,01/06/2026,BRA,MEX,False,MEX,377100,Ayrton,Vallejo,24,1,TIRO3,CONVERTIDO,,233,146
